"id","breeding_period","sex","date","straighness_trajectories","nobs","year","rainfall","mean_temperature","wind","year_sur_site","laying","hatching","breeding_success"
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-01-27",0.12,56,2018,8.777,7.977,1.59,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-01-28",0.294,57,2018,0.05,6.427,0.887,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-01-29",0.16,56,2018,0.037,6.117,0.733,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-01-30",0.002,49,2018,0.013,6.717,0.773,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-01-31",0,56,2018,0.173,6.877,1.037,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-01",0.001,53,2018,2.037,5.86,1.823,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-02",0.153,57,2018,0.023,2.847,2.867,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-03",0.04,57,2018,0,3.5,4.367,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-04",0.007,55,2018,2.697,3.677,1.367,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-05",0.051,56,2018,1.1,6.85,5.393,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-06",0.083,57,2018,1.63,6.257,2.95,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-07",0.038,57,2018,0.007,1.933,4.87,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-08",0.061,54,2018,0,0.593,2.99,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-09",0,53,2018,0.007,1.017,1.457,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-10",0.002,56,2018,0.007,3.023,3.147,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-11",0.005,53,2018,0,4.153,2.39,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-12",0.019,51,2018,0,3.733,5.667,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-13",0.015,53,2018,0,1.9,1.067,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-02-14",0,54,2018,0.267,3.137,1.867,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-15",0.002,49,2018,0.33,5.017,0.923,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-16",0.013,51,2018,0.217,9.007,1.087,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-17",0.062,26,2018,5.503,8.363,2.3,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-18",0.002,48,2018,0,5.447,3.597,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-19",0.002,51,2018,0.117,4.773,1.453,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-20",0.006,53,2018,0.007,3.84,2.97,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-21",0,57,2018,1.287,2.243,2.387,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-22",0.044,41,2018,0.077,1.853,1.44,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-23",0.015,27,2018,0.22,3.17,1.82,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-24",0.049,41,2018,6.083,3.223,1.167,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-25",0.005,40,2018,2.03,3.447,2.043,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-26",0.009,30,2018,0.003,-0.85,2.417,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-27",0.045,13,2018,0,-2.267,2.073,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-02-28",0.004,10,2018,1.783,-0.323,6.287,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-01",0.005,11,2018,5.403,4.29,6.617,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-02",0,17,2018,10.737,7.07,3.32,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-03",0.024,21,2018,0.183,9.123,2.403,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-04",0.007,12,2018,2.247,7.65,2.957,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-06",0.008,16,2018,1.507,8.05,1.787,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-07",0.001,18,2018,0,6.757,2.98,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-08",0.002,11,2018,0.03,6.883,1.81,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-10",0.002,11,2018,5.79,11.723,5.653,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-12",0.002,13,2018,0.007,10.06,3.493,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-13",0,18,2018,0,8.823,3.193,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","incubation","F","2018-03-14",0.007,11,2018,4.457,9.017,2.42,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-17",0.006,11,2018,0.66,7.673,2.06,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-19",0.215,23,2018,0,6.877,3.803,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-20",0.01,21,2018,0.007,4.847,3.38,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-21",0.012,11,2018,2.16,3.137,2.927,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-22",0.08,13,2018,0,4.23,3.477,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-23",0.035,15,2018,0,7.353,2.757,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-25",0.008,12,2018,0.06,7.793,1.673,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-26",0.007,15,2018,0,9.05,4.253,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-27",0.045,12,2018,0,9.927,3.607,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-28",0.008,27,2018,0.62,12.077,2.653,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-29",0.005,14,2018,0.46,11.233,1.443,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-03-30",0.012,10,2018,1.363,10.32,3.387,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-01",0.019,10,2018,0,8.703,4.137,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-02",0.005,12,2018,0,10.16,3.323,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-04",0.115,10,2018,0.26,12.61,4.133,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-05",0.09,19,2018,0.007,11.89,2.697,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-06",0.146,21,2018,0.027,12.117,2.057,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-07",0.014,14,2018,0,15.663,4.49,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-13",0.015,13,2018,1.67,10.673,3.84,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-14",0.004,34,2018,0.02,13.23,2.383,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-15",0,49,2018,0.023,14.173,1.747,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-16",0.055,57,2018,0,14.657,1.857,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-17",0.046,55,2018,0,16.587,1.187,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-18",0.003,36,2018,0,17.683,1.61,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-19",0.024,57,2018,0,17.14,1.367,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-20",0.033,56,2018,0,17.303,1.473,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-21",0.001,56,2018,0,18.443,1.707,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-22",0.001,56,2018,0.007,16.703,1.54,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-23",0.001,55,2018,0.107,16.52,1.663,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-24",0.036,57,2018,0.04,17.98,1.573,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-25",0.034,57,2018,0.037,17.48,1.823,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-26",0.056,57,2018,0.007,16.66,3.197,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-27",0.021,56,2018,0.257,15.96,1.58,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-28",0.001,56,2018,0.037,16.297,2.19,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-29",0.005,54,2018,12.553,14.223,3.45,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-04-30",0.028,57,2018,0.36,12.157,1.803,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-01",0.111,56,2018,7.993,10.413,1.187,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-02",0.008,55,2018,0.083,12.957,2.623,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-03",0.002,56,2018,0.157,14.813,2.75,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-04",0,57,2018,4.683,15.847,1.583,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-05",0.001,56,2018,2.013,17.05,1.32,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-06",0.022,57,2018,4.107,17.583,1.05,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-07",0.123,53,2018,6.097,16.657,1.34,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-08",0.001,52,2018,5.233,16.977,1.037,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-09",0.002,57,2018,6.793,16.12,1.313,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-10",0,56,2018,0,16.037,3.037,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-11",0.059,55,2018,0.087,15.433,1.783,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-12",0.006,57,2018,0.207,15.87,2.207,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-13",0.497,57,2018,29.057,8.773,3.59,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-14",0.012,56,2018,2.437,9.17,3.487,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-15",0.002,57,2018,0.053,13.727,3.65,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-16",0.007,53,2018,0.54,15.277,1.513,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-17",0.002,54,2018,0.113,15.097,1.167,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-18",0.001,54,2018,0.937,16.883,1.373,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-19",0.169,55,2018,0.99,16.87,1.287,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-20",0.131,57,2018,2.703,16.753,1.247,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-21",0.076,57,2018,5.447,16.623,1.397,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-22",0.115,37,2018,7.737,15.17,0.903,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-23",0.006,57,2018,0.743,17.707,1.25,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-24",0.03,55,2018,0.07,18.49,1.387,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-25",0.039,57,2018,0.007,19.993,1.463,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-26",0.065,57,2018,0.063,20.567,1.68,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-27",0.138,57,2018,1.13,21.61,2.123,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-28",0.043,55,2018,4.317,18.49,2.817,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-29",0.015,57,2018,0.857,19.16,1.727,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-30",0.008,57,2018,3.56,18.807,1.207,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-05-31",0.013,57,2018,6.273,17.523,1.12,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-01",0.061,57,2018,0.13,19.517,1.983,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-02",0.075,57,2018,0.203,19.467,1.63,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-03",0.032,57,2018,3.62,18.207,1.377,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-04",0.023,57,2018,5.547,18.36,1.293,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-05",0.011,57,2018,2.117,19.163,1.857,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-06",0.001,45,2018,7.03,18.263,1.057,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-07",0.02,57,2018,5.85,17.133,1.04,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-08",0.072,57,2018,0.75,19.013,1.61,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-09",0.06,57,2018,0.007,20.427,1.777,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-10",0.292,57,2018,4.64,21.113,1.51,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-11",0.101,57,2018,3.46,19.823,1.953,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-12",0.049,57,2018,1.75,19.16,2.227,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-13",0.12,57,2018,1.307,17.807,4.617,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-14",0.15,57,2018,0,19.723,3.203,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-15",0.009,57,2018,0,21.2,2.557,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-16",0.035,57,2018,0.707,21.82,1.663,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-17",0.009,57,2018,0.013,21.54,3.54,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-18",0.026,57,2018,0,22.113,3.34,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-19",0.082,57,2018,0,24.027,1.573,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-20",0.046,57,2018,0.613,23.787,1.403,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-21",0.011,56,2018,0,24.52,1.98,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-22",0.004,56,2018,0,21.437,4.287,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-23",0.034,55,2018,2.127,21.147,1.883,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-24",0.004,55,2018,1.367,20.037,1.457,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-25",0.005,57,2018,0.007,21.1,1.357,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-26",0.002,57,2018,0.007,21.51,1.827,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-27",0,57,2018,0,22.023,1.76,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-28",0.027,56,2018,2.03,21.717,1.733,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-29",0,57,2018,0,21.997,1.897,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","rearing","F","2018-06-30",0.035,57,2018,0,23.823,1.63,9,1,NA,0
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-15",0.46,57,2019,2.65,1.773,1.19,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-16",0.016,57,2019,7.773,5.8,1.577,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-17",0.03,57,2019,0,6.707,3.6,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-18",0.001,56,2019,2.397,6.46,2.367,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-19",0.029,56,2019,25.143,8.083,2.717,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-20",0,57,2019,0.007,4.923,1.33,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-21",0.001,57,2019,0.22,6.467,1.14,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-22",0,57,2019,0.053,9.7,2.243,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-23",0.001,57,2019,0.03,10.367,2.427,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-24",0.011,54,2019,0,11.56,4.177,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-25",0.096,57,2019,0.007,6.243,1.007,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-26",0.062,57,2019,0.05,4.687,0.733,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-27",0.09,57,2019,0.07,4.577,0.71,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-28",0.147,57,2019,0.107,3.7,1.083,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-29",0.161,57,2019,0.047,3.66,0.95,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-30",0.002,57,2019,0.067,3.18,1.54,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2018-12-31",0.099,57,2019,0.077,3.987,1.007,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-01",0.001,57,2019,0.087,4.533,1.657,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-02",0,57,2019,0,4.843,4.693,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-03",0.083,57,2019,0,1.563,1.58,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-04",0.592,57,2019,0.02,1.77,1.44,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-05",0.131,57,2019,0.023,2.513,3.323,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-06",0.047,57,2019,0,4.043,3.487,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-07",0.018,57,2019,0.003,2.34,1.847,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-08",0.037,57,2019,0.047,4.58,4.55,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-09",0,53,2019,0,4.13,7.09,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-10",0.111,56,2019,0,1.563,2.627,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-11",0.161,56,2019,0,-0.203,1.88,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-12",0.004,55,2019,0,2.5,3.11,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-13",0.064,57,2019,0,8.37,6.35,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-14",0.031,56,2019,0,9.123,7.11,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-15",0.018,53,2019,0,4.543,1.833,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-16",0.001,56,2019,3.597,6.357,1.833,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-17",0.096,57,2019,0.05,7.203,1.93,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-18",0.033,56,2019,0,3.28,3.15,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-19",0,55,2019,0.007,3.173,1.227,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-20",0.16,54,2019,0.037,3.717,1.143,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-21",0.052,57,2019,0.003,2.123,1.3,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-22",0.001,57,2019,0.007,-0.123,1.6,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-23",0.075,54,2019,0.323,0.807,2.867,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-24",0.035,53,2019,0,1.63,4.207,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-25",0.045,57,2019,0,0.52,4.603,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-26",0.054,57,2019,0,4.173,3.72,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-27",0.052,53,2019,0.123,5.14,3.86,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-28",0.002,53,2019,0,3.98,5.787,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-29",0.011,57,2019,2.147,3.113,3.137,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-30",0.006,57,2019,0.263,3.047,3.31,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-01-31",0.192,56,2019,1.52,5.757,2.33,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-01",0.492,57,2019,16.28,9.183,3.093,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-02",0.054,57,2019,8.487,6.437,2.917,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-03",0.005,56,2019,0,3.623,6.39,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-04",0.009,57,2019,0.007,3.483,1.34,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-05",0.001,57,2019,0,4.387,1.12,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-06",0.001,57,2019,0.053,4.46,0.777,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-07",0.001,57,2019,0,5.88,1.613,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-08",0,57,2019,0,5.963,1.467,10,1,1,2
"2017_13_site72_F_5397__XX [FRP-BA10753]","pre_breeding","F","2019-02-09",0.001,57,2019,0.043,6.393,1.447,10,1,1,2
